GameFlag(0) GF_Unused_EVT_00
GameFlag(1686) GF_Unused_BAT_16
GameFlag(1687) GF_Unused_BAT_17
GameFlag(1688) GF_Unused_BAT_18
GameFlag(1689) GF_Unused_BAT_19
GameFlag(1690) GF_Unused_BAT_1A
GameFlag(1691) GF_Unused_BAT_1B
GameFlag(1692) GF_Unused_BAT_1C
GameFlag(1693) GF_Unused_BAT_1D
GameFlag(1694) GF_Unused_BAT_1E
GameFlag(1695) GF_Unused_BAT_1F
GameFlag(1696) GF_Unused_BAT_20
GameFlag(1697) GF_Unused_BAT_21
GameFlag(1698) GF_Unused_BAT_22
GameFlag(1699) GF_Unused_BAT_23
GameFlag(1700) GF_Unused_BAT_24
GameFlag(1701) GF_Unused_BAT_25
GameFlag(1702) GF_Unused_BAT_26
GameFlag(1703) GF_Unused_BAT_27
GameFlag(1704) GF_KootFavor_LeftKoopaVillage
GameFlag(1705) GF_KootFavor_LeftKoopaArea
GameFlag(1706) GF_MAC02_KootFavor_CurrentComplete
GameFlag(1707) GF_NOK02_KootFavor00_Unlocked
GameFlag(1708) GF_NOK02_KootFavor00_GaveUp
GameFlag(1709) GF_NOK02_KootFavor00_Complete
GameFlag(1710) GF_NOK02_KootFavor01_Unlocked
GameFlag(1711) GF_NOK02_KootFavor01_GaveUp
GameFlag(1712) GF_NOK02_KootFavor01_Complete
GameFlag(1713) GF_NOK02_KootFavor02_Unlocked
GameFlag(1714) GF_NOK02_KootFavor02_GaveUp
GameFlag(1715) GF_NOK02_KootFavor02_Complete
GameFlag(1716) GF_NOK02_KootFavor03_Unlocked
GameFlag(1717) GF_NOK02_KootFavor03_GaveUp
GameFlag(1718) GF_NOK02_KootFavor03_Complete
GameFlag(1719) GF_NOK02_KootFavor04_Unlocked
GameFlag(1720) GF_NOK02_KootFavor04_GaveUp
GameFlag(1721) GF_NOK02_KootFavor04_Complete
GameFlag(1722) GF_NOK02_KootFavor05_Unlocked
GameFlag(1723) GF_NOK02_KootFavor05_GaveUp
GameFlag(1724) GF_NOK02_KootFavor05_Complete
GameFlag(1725) GF_NOK02_KootFavor06_Unlocked
GameFlag(1726) GF_NOK02_KootFavor06_GaveUp
GameFlag(1727) GF_NOK02_KootFavor06_Complete
GameFlag(1728) GF_NOK02_KootFavor07_Unlocked
GameFlag(1729) GF_NOK02_KootFavor07_GaveUp
GameFlag(1730) GF_NOK02_KootFavor07_Complete
GameFlag(1731) GF_NOK02_KootFavor08_Unlocked
GameFlag(1732) GF_NOK02_KootFavor08_GaveUp
GameFlag(1733) GF_NOK02_KootFavor08_Complete
GameFlag(1734) GF_NOK02_KootFavor09_Unlocked
GameFlag(1735) GF_NOK02_KootFavor09_GaveUp
GameFlag(1736) GF_NOK02_KootFavor09_Complete
GameFlag(1737) GF_NOK02_KootFavor0A_Unlocked
GameFlag(1738) GF_NOK02_KootFavor0A_GaveUp
GameFlag(1739) GF_NOK02_KootFavor0A_Complete
GameFlag(1740) GF_NOK02_KootFavor0B_Unlocked
GameFlag(1741) GF_NOK02_KootFavor0B_GaveUp
GameFlag(1742) GF_NOK02_KootFavor0B_Complete
GameFlag(1743) GF_NOK02_KootFavor0C_Unlocked
GameFlag(1744) GF_NOK02_KootFavor0C_GaveUp
GameFlag(1745) GF_NOK02_KootFavor0C_Complete
GameFlag(1746) GF_NOK02_KootFavor0D_Unlocked
GameFlag(1747) GF_NOK02_KootFavor0D_GaveUp
GameFlag(1748) GF_NOK02_KootFavor0D_Complete
GameFlag(1749) GF_NOK02_KootFavor0E_Unlocked
GameFlag(1750) GF_NOK02_KootFavor0E_GaveUp
GameFlag(1751) GF_NOK02_KootFavor0E_Complete
GameFlag(1752) GF_NOK02_KootFavor0F_Unlocked
GameFlag(1753) GF_NOK02_KootFavor0F_GaveUp
GameFlag(1754) GF_NOK02_KootFavor0F_Complete
GameFlag(1755) GF_NOK02_KootFavor10_Unlocked
GameFlag(1756) GF_NOK02_KootFavor10_GaveUp
GameFlag(1757) GF_NOK02_KootFavor10_Complete
GameFlag(1758) GF_NOK02_KootFavor11_Unlocked
GameFlag(1759) GF_NOK02_KootFavor11_GaveUp
GameFlag(1760) GF_NOK02_KootFavor11_Complete
GameFlag(1761) GF_NOK02_KootFavor12_Unlocked
GameFlag(1762) GF_NOK02_KootFavor12_GaveUp
GameFlag(1763) GF_NOK02_KootFavor12_Complete
GameFlag(1764) GF_NOK02_KootFavor13_Unlocked
GameFlag(1765) GF_NOK02_KootFavor13_GaveUp
GameFlag(1766) GF_NOK02_KootFavor13_Complete
GameFlag(1767) GF_Met_ChuckQuizmo
GameFlag(1768) GF_Quizmo_HasLocation
GameFlag(1769) GF_Quizmo_ChangedLocation
GameFlag(1770) GF_HOS06_Met_Merlow
GameFlag(1771) GF_HOS06_MerlowBadge_00
GameFlag(1772) GF_HOS06_MerlowBadge_01
GameFlag(1773) GF_HOS06_MerlowBadge_02
GameFlag(1774) GF_HOS06_MerlowBadge_03
GameFlag(1775) GF_HOS06_MerlowBadge_04
GameFlag(1776) GF_HOS06_MerlowBadge_05
GameFlag(1777) GF_HOS06_MerlowBadge_06
GameFlag(1778) GF_HOS06_MerlowBadge_07
GameFlag(1779) GF_HOS06_MerlowBadge_08
GameFlag(1780) GF_HOS06_MerlowBadge_09
GameFlag(1781) GF_HOS06_MerlowBadge_0A
GameFlag(1782) GF_HOS06_MerlowBadge_0B
GameFlag(1783) GF_HOS06_MerlowBadge_0C
GameFlag(1784) GF_HOS06_MerlowBadge_0D
GameFlag(1785) GF_HOS06_MerlowBadge_0E
GameFlag(1786) GF_Unused_NPC_52
GameFlag(1787) GF_TradingEvent1_Active
GameFlag(1788) GF_TradingEvent2_Active
GameFlag(1789) GF_TradingEvent3_Active
GameFlag(1790) GF_NOK02_KootFavor14_Unlocked
GameFlag(1791) GF_Unused_NPC_57
GameFlag(1792) GF_Unused_NPC_58
GameFlag(1793) GF_Quizmo_TakingQuiz
GameFlag(1794) GF_Unused_NPC_5A
GameFlag(1795) GF_Unused_NPC_5B
GameFlag(1796) GF_Unused_NPC_5C
GameFlag(1797) GF_Unused_NPC_5D
GameFlag(1798) GF_Unused_NPC_5E
GameFlag(1799) GF_Unused_NPC_5F
GameFlag(1800) GF_Unused_NPC_60
GameFlag(1801) GF_Unused_NPC_61
GameFlag(1802) GF_Unused_NPC_62
GameFlag(1803) GF_Unused_NPC_63
GameFlag(1804) GF_Unused_NPC_64
GameFlag(1805) GF_Unused_NPC_65
GameFlag(1806) GF_Unused_NPC_66
GameFlag(1807) GF_Unused_NPC_67
GameFlag(1808) GF_Unused_NPC_68
GameFlag(1809) GF_Unused_NPC_69
GameFlag(1810) GF_Unused_NPC_6A
GameFlag(1811) GF_Unused_NPC_6B
GameFlag(1812) GF_Unused_NPC_6C
GameFlag(1813) GF_SpawnedItemDrop_00
GameFlag(1814) GF_Unused_BTL_01
GameFlag(1815) GF_Unused_BTL_02
GameFlag(1816) GF_Unused_BTL_03
GameFlag(1817) GF_Tutorial_SwapTurnOrder
GameFlag(1818) GF_Tutorial_SpikyEnemy
GameFlag(1819) GF_Tutorial_FlyingEnemy
GameFlag(1820) GF_Unused_BTL_07
GameFlag(1821) GF_Unused_BTL_08
GameFlag(1822) GF_Unused_BTL_09
GameFlag(1823) GF_Unused_BTL_0A
GameFlag(1824) GF_Unused_BTL_0B
GameFlag(1825) GF_Unused_BTL_0C
GameFlag(1826) GF_Unused_BTL_0D
GameFlag(1827) GF_Unused_BTL_0E
GameFlag(1828) GF_Unused_BTL_0F
GameFlag(1829) GF_Unused_BTL_10
GameFlag(1830) GF_Unused_BTL_11
GameFlag(1831) GF_Unused_BTL_12
GameFlag(1832) GF_Unused_BTL_13
GameFlag(1833) GF_Unused_BTL_14
GameFlag(1834) GF_Unused_BTL_15
GameFlag(1835) GF_Unused_BTL_16
GameFlag(1836) GF_Unused_BTL_17
GameFlag(1837) GF_Unused_BTL_18
GameFlag(1838) GF_FBTL_00
GameFlag(1839) GF_FBTL_01
GameFlag(1840) GF_FBTL_02
GameFlag(1841) GF_FBTL_03
GameFlag(1842) GF_FBTL_04
GameFlag(1843) GF_FBTL_05
GameFlag(1844) GF_FBTL_06
GameFlag(1845) GF_FBTL_07
GameFlag(1846) GF_FBTL_08
GameFlag(1847) GF_FBTL_09
GameFlag(1848) GF_FBTL_0A
GameFlag(1849) GF_FBTL_0B
GameFlag(1850) GF_FBTL_0C
GameFlag(1851) GF_FBTL_0D
GameFlag(1852) GF_FBTL_0E
GameFlag(1853) GF_FBTL_0F
GameFlag(1854) GF_FBTL_10
GameFlag(1855) GF_FBTL_11
GameFlag(1856) GF_FBTL_12
GameFlag(1857) GF_FBTL_13
GameFlag(1858) GF_FBTL_14
GameFlag(1859) GF_FBTL_15
GameFlag(1860) GF_FBTL_16
GameFlag(1861) GF_FBTL_17
GameFlag(1862) GF_FBTL_18
GameFlag(1863) GF_FBTL_19
GameFlag(1864) GF_FBTL_1A
GameFlag(1865) GF_FBTL_1B
GameFlag(1866) GF_FBTL_1C
GameFlag(1867) GF_FBTL_1D
GameFlag(1868) GF_FBTL_1E
GameFlag(1869) GF_FBTL_1F
GameFlag(1870) GF_FBTL_20
GameFlag(1871) GF_FBTL_21
GameFlag(1872) GF_FBTL_22
GameFlag(1873) GF_FBTL_23
GameFlag(1874) GF_FBTL_24
GameFlag(1875) GF_FBTL_25
GameFlag(1876) GF_FBTL_26
GameFlag(1877) GF_FBTL_27
GameFlag(1878) GF_FBTL_28
GameFlag(1879) GF_FBTL_29
GameFlag(1880) GF_FBTL_2A
GameFlag(1881) GF_FBTL_2B
GameFlag(1882) GF_FBTL_2C
GameFlag(1883) GF_FBTL_2D
GameFlag(1884) GF_FBTL_2E
GameFlag(1885) GF_FBTL_2F
GameFlag(1886) GF_FBTL_30
GameFlag(1887) GF_FBTL_31
GameFlag(1888) GF_FBTL_32
GameFlag(1889) GF_FBTL_33
GameFlag(1890) GF_FBTL_34
GameFlag(1891) GF_FBTL_35
GameFlag(1892) GF_FBTL_36
GameFlag(1893) GF_FBTL_37
GameFlag(1894) GF_FBTL_38
GameFlag(1895) GF_FBTL_39
GameFlag(1896) GF_FBTL_3A
GameFlag(1897) GF_FBTL_3B
GameFlag(1898) GF_FBTL_3C
GameFlag(1899) GF_FBTL_3D
GameFlag(1900) GF_FBTL_3E
GameFlag(1901) GF_FBTL_3F
GameFlag(1902) GF_FBTL_40
GameFlag(1903) GF_FBTL_41
GameFlag(1904) GF_FBTL_42
GameFlag(1905) GF_FBTL_43
GameFlag(1906) GF_FBTL_44
GameFlag(1907) GF_FBTL_45
GameFlag(1908) GF_FBTL_46
GameFlag(1909) GF_FBTL_47
GameFlag(1910) GF_FBTL_48
GameFlag(1911) GF_FBTL_49
GameFlag(1912) GF_FBTL_4A
GameFlag(1913) GF_Unused_FBTL_4B
GameFlag(1914) GF_Unused_FBTL_4C
GameFlag(1915) GF_Unused_FBTL_4D
GameFlag(1916) GF_Unused_FBTL_4E
GameFlag(1917) GF_Unused_FBTL_4F
GameFlag(1918) GF_Unused_FBTL_50
GameFlag(1919) GF_Unused_FBTL_51
GameFlag(1920) GF_Unused_FBTL_52
GameFlag(1921) GF_Unused_FBTL_53
GameFlag(1922) GF_Unused_FBTL_54
GameFlag(1923) GF_Unused_FBTL_55
GameFlag(1924) GF_Unused_FBTL_56
GameFlag(1925) GF_Unused_FBTL_57
GameFlag(1926) GF_Unused_FBTL_58
GameFlag(1927) GF_Unused_FBTL_59
GameFlag(1928) GF_Unused_FBTL_5A
GameFlag(1929) GF_Unused_FBTL_5B
GameFlag(1930) GF_Unused_FBTL_5C
GameFlag(1931) GF_Unused_FBTL_5D
GameFlag(1932) GF_Unused_FBTL_5E
GameFlag(1933) GF_TIK01_WarpPipes
GameFlag(1934) GF_TIK08_WarpPipe
GameFlag(1935) GF_TIK09_WarpPipe
GameFlag(1936) GF_Unused_DOKAN_03
GameFlag(1937) GF_KMR02_WarpPipe
GameFlag(1938) GF_NOK02_WarpPipe
GameFlag(1939) GF_DRO01_WarpPipe
GameFlag(1940) GF_MIM11_WarpPipe
GameFlag(1941) GF_JAN03_WarpPipe
GameFlag(1942) GF_Unused_DOKAN_09
GameFlag(1943) GF_Unused_DOKAN_0A
GameFlag(1944) GF_Unused_DOKAN_0B
GameFlag(1945) GF_Unused_DOKAN_0C
GameFlag(1946) GF_Unused_DOKAN_0D
GameFlag(1947) GF_Unused_DOKAN_0E
GameFlag(1948) GF_Unused_DOKAN_0F
GameFlag(1949) GF_Unused_DOKAN_10
GameFlag(1950) GF_Unused_DOKAN_11
GameFlag(1951) GF_Unused_DOKAN_12
GameFlag(1952) GF_Unused_DOKAN_13
GameFlag(1953) GF_Unused_DOKAN_14
GameFlag(1954) GF_Unused_DOKAN_15
GameFlag(1955) GF_Unused_DOKAN_16
GameFlag(1956) GF_Unused_DOKAN_17
GameFlag(1957) GF_Unused_DOKAN_18
GameFlag(1958) GF_Unused_DOKAN_19
GameFlag(1959) GF_Unused_DOKAN_1A
GameFlag(1960) GF_Unused_DOKAN_1B
GameFlag(1961) GF_Unused_DOKAN_1C
GameFlag(1962) GF_MAP_ToadTown
GameFlag(1963) GF_MAP_PeachCastleGrounds
GameFlag(1964) GF_MAP_ShootingStarSummit
GameFlag(1965) GF_MAP_ToadTownTunnels
GameFlag(1966) GF_MAP_GoombaVillage
GameFlag(1967) GF_MAP_GoombaRoad
GameFlag(1968) GF_MAP_PleasantPath
GameFlag(1969) GF_MAP_KoopaVillage
GameFlag(1970) GF_MAP_KoopaBrosFortress
GameFlag(1971) GF_MAP_MtRugged
GameFlag(1972) GF_MAP_DryDryDesert
GameFlag(1973) GF_MAP_DryDryOutpost
GameFlag(1974) GF_MAP_DryDryRuins
GameFlag(1975) GF_MAP_ForeverForest
GameFlag(1976) GF_MAP_BoosMansion
GameFlag(1977) GF_MAP_GustyGulch
GameFlag(1978) GF_MAP_TubbasManor
GameFlag(1979) GF_MAP_WindyMill
GameFlag(1980) GF_MAP_ShyGuysToybox
GameFlag(1981) GF_MAP_JadeJungle
GameFlag(1982) GF_MAP_YoshisVillage
GameFlag(1983) GF_MAP_MtLavalava
GameFlag(1984) GF_MAP_FlowerFields
GameFlag(1985) GF_MAP_CloudyClimb
GameFlag(1986) GF_MAP_ShiverCity
GameFlag(1987) GF_MAP_ShiverSnowfield
GameFlag(1988) GF_MAP_StarbornValley
GameFlag(1989) GF_MAP_ShiverMountain
GameFlag(1990) GF_MAP_CrystalPalace
GameFlag(1991) GF_MAP_StarWay
GameFlag(1992) GF_MAP_StarHaven
GameFlag(1993) GF_MAP_BowsersCastle
GameFlag(1994) GF_MAP_PeachsCastle
GameFlag(1995) GF_MAP_MariosHouse
GameFlag(1996) GF_Unused_MAP_22
GameFlag(1997) GF_Unused_MAP_23
GameFlag(1998) GF_Unused_MAP_24
GameFlag(1999) GF_Unused_MAP_25
GameFlag(2000) GF_Unused_MAP_26
GameFlag(2001) GF_Unused_MAP_27
GameFlag(2002) GF_Unused_MAP_28
GameFlag(2003) GF_Unused_MAP_29
GameFlag(2004) GF_Unused_MAP_2A
GameFlag(2005) GF_Unused_MAP_2B
GameFlag(2006) GF_Unused_MAP_2C
GameFlag(2007) GF_Unused_MAP_2D
GameFlag(2008) GF_Unused_MAP_2E
GameFlag(2009) GF_Unused_MAP_2F
GameFlag(2010) GF_Unused_MAP_30
GameFlag(2011) GF_Unused_MAP_31
GameFlag(2012) GF_Unused_MAP_32
GameFlag(2013) GF_Unused_MAP_33
GameFlag(2014) GF_Unused_MAP_34
GameFlag(2015) GF_Unused_MAP_35
GameFlag(2016) GF_Unused_7E0
GameFlag(2017) GF_Unused_7E1
GameFlag(2018) GF_Unused_7E2
GameFlag(2019) GF_Unused_7E3
GameFlag(2020) GF_Unused_7E4
GameFlag(2021) GF_Unused_7E5
GameFlag(2022) GF_Unused_7E6
GameFlag(2023) GF_Unused_7E7
GameFlag(2024) GF_Unused_7E8
GameFlag(2025) GF_Unused_7E9
GameFlag(2026) GF_Unused_7EA
GameFlag(2027) GF_Unused_7EB
GameFlag(2028) GF_Unused_7EC
GameFlag(2029) GF_Unused_7ED
GameFlag(2030) GF_Unused_7EE
GameFlag(2031) GF_Unused_7EF
GameFlag(2032) GF_Unused_7F0
GameFlag(2033) GF_Unused_7F1
GameFlag(2034) GF_Unused_7F2
GameFlag(2035) GF_Unused_7F3
GameFlag(2036) GF_Unused_7F4
GameFlag(2037) GF_Unused_7F5
GameFlag(2038) GF_Unused_7F6
GameFlag(2039) GF_Unused_7F7
GameFlag(2040) GF_Unused_7F8
GameFlag(2041) GF_Unused_7F9
GameFlag(2042) GF_Unused_7FA
GameFlag(2043) GF_Unused_7FB
GameFlag(2044) GF_Unused_7FC
GameFlag(2045) GF_Unused_7FD
GameFlag(2046) GF_Unused_7FE
GameFlag(2047) GF_Unused_7FF
