EVT_SAVE_FLAG(0) GF_Unused_EVT_00
EVT_SAVE_FLAG(1271) GF_JAN13_SolvedBlockPuzzle
EVT_SAVE_FLAG(1272) GF_JAN07_YoshiCriedForHelp
EVT_SAVE_FLAG(1273) GF_JAN15_EncounteredMiniboss
EVT_SAVE_FLAG(1274) GF_JAN22_Met_Raven
EVT_SAVE_FLAG(1275) GF_JAN03_Gift_MagicalSeed4
EVT_SAVE_FLAG(1276) GF_JAN04_Met_Bubulb
EVT_SAVE_FLAG(1277) GF_JAN01_Item_CoinB
EVT_SAVE_FLAG(1278) GF_JAN08_SuperBlock
EVT_SAVE_FLAG(1279) GF_JAN08_Item_CoinA
EVT_SAVE_FLAG(1280) GF_JAN08_Item_CoinB
EVT_SAVE_FLAG(1281) GF_JAN08_Item_CoinC
EVT_SAVE_FLAG(1282) GF_JAN10_Item_StarPiece
EVT_SAVE_FLAG(1283) GF_Unused_JAN_44
EVT_SAVE_FLAG(1284) GF_Unused_JAN_45
EVT_SAVE_FLAG(1285) GF_Unused_JAN_46
EVT_SAVE_FLAG(1286) GF_Unused_JAN_47
EVT_SAVE_FLAG(1287) GF_Unused_JAN_48
EVT_SAVE_FLAG(1288) GF_Unused_JAN_49
EVT_SAVE_FLAG(1289) GF_Unused_JAN_4A
EVT_SAVE_FLAG(1290) GF_Unused_JAN_4B
EVT_SAVE_FLAG(1291) GF_Unused_JAN_4C
EVT_SAVE_FLAG(1292) GF_Unused_JAN_4D
EVT_SAVE_FLAG(1293) GF_Unused_JAN_4E
EVT_SAVE_FLAG(1294) GF_Unused_JAN_4F
EVT_SAVE_FLAG(1295) GF_Unused_JAN_50
EVT_SAVE_FLAG(1296) GF_Unused_JAN_51
EVT_SAVE_FLAG(1297) GF_Unused_JAN_52
EVT_SAVE_FLAG(1298) GF_Unused_JAN_53
EVT_SAVE_FLAG(1299) GF_Unused_JAN_54
EVT_SAVE_FLAG(1300) GF_Unused_JAN_55
EVT_SAVE_FLAG(1301) GF_Unused_JAN_56
EVT_SAVE_FLAG(1302) GF_Unused_JAN_57
EVT_SAVE_FLAG(1303) GF_Unused_JAN_58
EVT_SAVE_FLAG(1304) GF_Unused_JAN_59
EVT_SAVE_FLAG(1305) GF_Unused_JAN_5A
EVT_SAVE_FLAG(1306) GF_Unused_JAN_5B
EVT_SAVE_FLAG(1307) GF_Unused_JAN_5C
EVT_SAVE_FLAG(1308) GF_Unused_KZN_00
EVT_SAVE_FLAG(1309) GF_KZN01_IntruderAlert
EVT_SAVE_FLAG(1310) GF_KZN18_IntruderAlert
EVT_SAVE_FLAG(1311) GF_KZN06_Visited
EVT_SAVE_FLAG(1312) GF_KZN06_HiddenItem_LifeShroom
EVT_SAVE_FLAG(1313) GF_KZN06_Hammer3Block
EVT_SAVE_FLAG(1314) GF_KZN07_Hammer3Block
EVT_SAVE_FLAG(1315) GF_KZN07_GiantChest
EVT_SAVE_FLAG(1316) GF_KZN17_Hammer3BlockA
EVT_SAVE_FLAG(1317) GF_KZN17_Hammer3BlockB
EVT_SAVE_FLAG(1318) GF_KZN17_Hammer3BlockC
EVT_SAVE_FLAG(1319) GF_KZN17_Hammer3BlockD
EVT_SAVE_FLAG(1320) GF_KZN17_Hammer3BlockE
EVT_SAVE_FLAG(1321) GF_KZN17_Hammer3BlockF
EVT_SAVE_FLAG(1322) GF_KZN17_Hammer3BlockG
EVT_SAVE_FLAG(1323) GF_Unused_KZN_0F
EVT_SAVE_FLAG(1324) GF_KZN08_Chest_DizzyStomp
EVT_SAVE_FLAG(1325) GF_KZN03_SpokeWithKolorado
EVT_SAVE_FLAG(1326) GF_Unused_KZN_12
EVT_SAVE_FLAG(1327) GF_KZN19_KoloradoDeadEnd
EVT_SAVE_FLAG(1328) GF_KZN04_SuperBlock
EVT_SAVE_FLAG(1329) GF_KZN09_SuperBlock
EVT_SAVE_FLAG(1330) GF_KZN03_Item_FireShield
EVT_SAVE_FLAG(1331) GF_KZN03_Item_POWBlock
EVT_SAVE_FLAG(1332) GF_KZN03_ItemBlock_CoinA
EVT_SAVE_FLAG(1333) GF_KZN03_ItemBlock_CoinB
EVT_SAVE_FLAG(1334) GF_KZN03_ItemBlock_CoinC
EVT_SAVE_FLAG(1335) GF_KZN03_ItemBlock_CoinD
EVT_SAVE_FLAG(1336) GF_KZN19_ItemBlock_SuperShroom
EVT_SAVE_FLAG(1337) GF_KZN19_ItemBlock_MapleSyrup
EVT_SAVE_FLAG(1338) GF_KZN09_HiddenPanel
EVT_SAVE_FLAG(1339) GF_KZN18_HiddenPanel
EVT_SAVE_FLAG(1340) GF_Unused_KZN_20
EVT_SAVE_FLAG(1341) GF_Unused_KZN_21
EVT_SAVE_FLAG(1342) GF_Unused_KZN_22
EVT_SAVE_FLAG(1343) GF_Unused_KZN_23
EVT_SAVE_FLAG(1344) GF_Unused_KZN_24
EVT_SAVE_FLAG(1345) GF_Unused_KZN_25
EVT_SAVE_FLAG(1346) GF_Unused_KZN_26
EVT_SAVE_FLAG(1347) GF_Unused_KZN_27
EVT_SAVE_FLAG(1348) GF_Unused_KZN_28
EVT_SAVE_FLAG(1349) GF_Unused_KZN_29
EVT_SAVE_FLAG(1350) GF_Unused_KZN_2A
EVT_SAVE_FLAG(1351) GF_Unused_KZN_2B
EVT_SAVE_FLAG(1352) GF_Unused_KZN_2C
EVT_SAVE_FLAG(1353) GF_Unused_KZN_2D
EVT_SAVE_FLAG(1354) GF_Unused_KZN_2E
EVT_SAVE_FLAG(1355) GF_Unused_KZN_2F
EVT_SAVE_FLAG(1356) GF_Unused_KZN_30
EVT_SAVE_FLAG(1357) GF_Unused_KZN_31
EVT_SAVE_FLAG(1358) GF_Unused_KZN_32
EVT_SAVE_FLAG(1359) GF_Unused_KZN_33
EVT_SAVE_FLAG(1360) GF_Unused_KZN_34
EVT_SAVE_FLAG(1361) GF_Unused_KZN_35
EVT_SAVE_FLAG(1362) GF_Unused_FLO_00
EVT_SAVE_FLAG(1363) GF_FLO25_GaveRedBerry
EVT_SAVE_FLAG(1364) GF_FLO08_GaveYellowBerry
EVT_SAVE_FLAG(1365) GF_FLO23_GaveBlueBerry
EVT_SAVE_FLAG(1366) GF_FLO03_Defeated_Dayzee
EVT_SAVE_FLAG(1367) GF_FLO03_Defeated_MontyMoleA
EVT_SAVE_FLAG(1368) GF_FLO03_Defeated_MontyMoleB
EVT_SAVE_FLAG(1369) GF_FLO03_Defeated_MontyMoleC
EVT_SAVE_FLAG(1370) GF_FLO03_Defeated_MontyMoleD
EVT_SAVE_FLAG(1371) GF_FLO00_PlacedFertileSoil
EVT_SAVE_FLAG(1372) GF_FLO00_PlacedMagicalBean
EVT_SAVE_FLAG(1373) GF_FLO00_Met_Tolielup
EVT_SAVE_FLAG(1374) GF_FLO07_Item_CrystalBerry
EVT_SAVE_FLAG(1375) GF_FLO10_LilyRequestedWaterStone
EVT_SAVE_FLAG(1376) GF_FLO10_ShowedLilyTheWaterStone
EVT_SAVE_FLAG(1377) GF_FLO11_Defeated_Lakitus
EVT_SAVE_FLAG(1378) GF_FLO12_Met_Rosie
EVT_SAVE_FLAG(1379) GF_FLO12_RosieRequestedSomethingBeautiful
EVT_SAVE_FLAG(1380) GF_Unused_FLO_12
EVT_SAVE_FLAG(1381) GF_FLO08_Item_StarPiece
EVT_SAVE_FLAG(1382) GF_FLO09_Item_HappyFlowerB
EVT_SAVE_FLAG(1383) GF_FLO10_Tree1_JamminJelly
EVT_SAVE_FLAG(1384) GF_FLO11_MultiCoinBrick
EVT_SAVE_FLAG(1385) GF_FLO13_Item_MegaSmash
EVT_SAVE_FLAG(1386) GF_FLO13_Item_ShootingStar
EVT_SAVE_FLAG(1387) GF_FLO14_Item_StarPiece
EVT_SAVE_FLAG(1388) GF_FLO16_Item_StarPiece
EVT_SAVE_FLAG(1389) GF_FLO17_Item_Letter09
EVT_SAVE_FLAG(1390) GF_FLO17_HiddenItem_ThunderRage
EVT_SAVE_FLAG(1391) GF_FLO19_Item_SJumpChg
EVT_SAVE_FLAG(1392) GF_FLO22_Item_FlowerSaverB
EVT_SAVE_FLAG(1393) GF_FLO24_ItemBlock_DizzyDial
EVT_SAVE_FLAG(1394) GF_FLO24_HiddenItem_MapleSyrup
EVT_SAVE_FLAG(1395) GF_FLO22_ThrewBlueBerryDownWell
EVT_SAVE_FLAG(1396) GF_FLO07_CrystalBerryFellOnLeftSide
EVT_SAVE_FLAG(1397) GF_Unused_FLO_23
EVT_SAVE_FLAG(1398) GF_Unused_FLO_24
EVT_SAVE_FLAG(1399) GF_Unused_FLO_25
EVT_SAVE_FLAG(1400) GF_Unused_FLO_26
EVT_SAVE_FLAG(1401) GF_FLO15_BombedRock
EVT_SAVE_FLAG(1402) GF_FLO08_SuperBlock
EVT_SAVE_FLAG(1403) GF_FLO16_SuperBlock
EVT_SAVE_FLAG(1404) GF_FLO03_HiddenPanel
EVT_SAVE_FLAG(1405) GF_Unused_FLO_2B
EVT_SAVE_FLAG(1406) GF_FLO24_HiddenPanel
EVT_SAVE_FLAG(1407) GF_FLO25_HiddenPanel
EVT_SAVE_FLAG(1408) GF_FLO23_HiddenItem_Coin
EVT_SAVE_FLAG(1409) GF_FLO23_HiddenItem_ShootingStar
EVT_SAVE_FLAG(1410) GF_FLO15_SunThankedPlayer
EVT_SAVE_FLAG(1411) GF_FLO03_DefeatedAll_MontyMoles
EVT_SAVE_FLAG(1412) GF_FLO14_GaveBerryToBubblePlant
EVT_SAVE_FLAG(1413) GF_Unused_FLO_33
EVT_SAVE_FLAG(1414) GF_Unused_FLO_34
EVT_SAVE_FLAG(1415) GF_Unused_FLO_35
EVT_SAVE_FLAG(1416) GF_Unused_FLO_36
EVT_SAVE_FLAG(1417) GF_Unused_FLO_37
EVT_SAVE_FLAG(1418) GF_Unused_FLO_38
EVT_SAVE_FLAG(1419) GF_Unused_FLO_39
EVT_SAVE_FLAG(1420) GF_Unused_FLO_3A
EVT_SAVE_FLAG(1421) GF_Unused_FLO_3B
EVT_SAVE_FLAG(1422) GF_Unused_FLO_3C
EVT_SAVE_FLAG(1423) GF_Unused_FLO_3D
EVT_SAVE_FLAG(1424) GF_Unused_FLO_3E
EVT_SAVE_FLAG(1425) GF_Unused_FLO_3F
EVT_SAVE_FLAG(1426) GF_Unused_FLO_40
EVT_SAVE_FLAG(1427) GF_Unused_FLO_41
EVT_SAVE_FLAG(1428) GF_Unused_FLO_42
EVT_SAVE_FLAG(1429) GF_Unused_FLO_43
EVT_SAVE_FLAG(1430) GF_Unused_FLO_44
EVT_SAVE_FLAG(1431) GF_SAM04_PlacedScarf
EVT_SAVE_FLAG(1432) GF_SAM04_PlacedBucket
EVT_SAVE_FLAG(1433) GF_SAM12_Item_StarStone
EVT_SAVE_FLAG(1434) GF_SAM01_Met_MayorsWife
EVT_SAVE_FLAG(1435) GF_SAM01_Chest_AttackFXE
EVT_SAVE_FLAG(1436) GF_SAM01_HiddenPanel
EVT_SAVE_FLAG(1437) GF_SAM01_Visited
EVT_SAVE_FLAG(1438) GF_SAM02_Item_IcedPotato
EVT_SAVE_FLAG(1439) GF_SAM02_MushroomPresents
EVT_SAVE_FLAG(1440) GF_SAM02_Item_UltraShroom
EVT_SAVE_FLAG(1441) GF_SAM02_Item_MushroomA
EVT_SAVE_FLAG(1442) GF_SAM02_Item_MushroomB
EVT_SAVE_FLAG(1443) GF_SAM02_Item_MushroomC
EVT_SAVE_FLAG(1444) GF_SAM02_Item_MushroomD
EVT_SAVE_FLAG(1445) GF_SAM04_HiddenPanel
EVT_SAVE_FLAG(1446) GF_SAM04_Item_Letter05
EVT_SAVE_FLAG(1447) GF_SAM04_Item_RepelGel
EVT_SAVE_FLAG(1448) GF_Unused_SAM_11
EVT_SAVE_FLAG(1449) GF_SAM05_Item_Letter06
EVT_SAVE_FLAG(1450) GF_SAM05_HiddenItem_StopWatch
EVT_SAVE_FLAG(1451) GF_SAM06_Merle_HeardLongerMessage
EVT_SAVE_FLAG(1452) GF_Unused_SAM_15
EVT_SAVE_FLAG(1453) GF_SAM06_FoundSidewaysStarKid
EVT_SAVE_FLAG(1454) GF_SAM07_IceBroken
EVT_SAVE_FLAG(1455) GF_SAM07_FloorRaised
EVT_SAVE_FLAG(1456) GF_SAM07_HiddenItem_UltraShroom
EVT_SAVE_FLAG(1457) GF_SAM08_SuperBlock
EVT_SAVE_FLAG(1458) GF_Unused_SAM_1B
EVT_SAVE_FLAG(1459) GF_Unused_SAM_1C
EVT_SAVE_FLAG(1460) GF_SAM09_Visited
EVT_SAVE_FLAG(1461) GF_Unused_SAM_1E
EVT_SAVE_FLAG(1462) GF_SAM10_BombedWall
EVT_SAVE_FLAG(1463) GF_SAM10_BadgeBlock_MegaJump
EVT_SAVE_FLAG(1464) GF_SAM10_Item_StarPiece
EVT_SAVE_FLAG(1465) GF_SAM11_LeftTown
EVT_SAVE_FLAG(1466) GF_SAM11_Item_WarehouseKey
EVT_SAVE_FLAG(1467) GF_SAM11_UnlockedDoor
EVT_SAVE_FLAG(1468) GF_SAM11_LeftHerringwaysHouse
EVT_SAVE_FLAG(1469) GF_Unused_SAM_26
EVT_SAVE_FLAG(1470) GF_Unused_SAM_27
EVT_SAVE_FLAG(1471) GF_Unused_SAM_28
EVT_SAVE_FLAG(1472) GF_Unused_SAM_29
EVT_SAVE_FLAG(1473) GF_Unused_SAM_2A
EVT_SAVE_FLAG(1474) GF_Unused_SAM_2B
EVT_SAVE_FLAG(1475) GF_Unused_SAM_2C
EVT_SAVE_FLAG(1476) GF_Unused_SAM_2D
EVT_SAVE_FLAG(1477) GF_Unused_SAM_2E
EVT_SAVE_FLAG(1478) GF_Unused_SAM_2F
EVT_SAVE_FLAG(1479) GF_Unused_SAM_30
EVT_SAVE_FLAG(1480) GF_Unused_SAM_31
EVT_SAVE_FLAG(1481) GF_Unused_SAM_32
EVT_SAVE_FLAG(1482) GF_Unused_SAM_33
EVT_SAVE_FLAG(1483) GF_Unused_SAM_34
EVT_SAVE_FLAG(1484) GF_Unused_SAM_35
EVT_SAVE_FLAG(1485) GF_Unused_SAM_36
EVT_SAVE_FLAG(1486) GF_Unused_SAM_37
EVT_SAVE_FLAG(1487) GF_Unused_SAM_38
EVT_SAVE_FLAG(1488) GF_Unused_SAM_39
EVT_SAVE_FLAG(1489) GF_Unused_SAM_3A
EVT_SAVE_FLAG(1490) GF_PRA_BrokeIllusion
EVT_SAVE_FLAG(1491) GF_PRA02_DoorColorToggle
EVT_SAVE_FLAG(1492) GF_PRA11_Chest_RedKey
EVT_SAVE_FLAG(1493) GF_PRA05_Chest_BlueKey
EVT_SAVE_FLAG(1494) GF_PRA02_Visited
EVT_SAVE_FLAG(1495) GF_PRA02_UnlockedRedDoor
EVT_SAVE_FLAG(1496) GF_PRA02_UnlockedBlueDoor
EVT_SAVE_FLAG(1497) GF_PRA04_BoardedFloor
EVT_SAVE_FLAG(1498) GF_PRA04_ItemBlock_SuperShroom
EVT_SAVE_FLAG(1499) GF_PRA06_Item_ShootingStar
EVT_SAVE_FLAG(1500) GF_PRA09_BombedWall
EVT_SAVE_FLAG(1501) GF_PRA12_Chest_PDownDUp
EVT_SAVE_FLAG(1502) GF_PRA13_BombedWallA
EVT_SAVE_FLAG(1503) GF_PRA13_BombedWallB
EVT_SAVE_FLAG(1504) GF_PRA14_MultiCoinBrickA
EVT_SAVE_FLAG(1505) GF_PRA14_MultiCoinBrickB
EVT_SAVE_FLAG(1506) GF_PRA15_Item_StarPiece
EVT_SAVE_FLAG(1507) GF_Unused_PRA_11
EVT_SAVE_FLAG(1508) GF_Unused_PRA_12
EVT_SAVE_FLAG(1509) GF_PRA21_ItemBlock_MapleSyrup
EVT_SAVE_FLAG(1510) GF_PRA21_HiddenPanel
EVT_SAVE_FLAG(1511) GF_PRA22_HiddenItem_JamminJelly
EVT_SAVE_FLAG(1512) GF_PRA22_HiddenPanel
EVT_SAVE_FLAG(1513) GF_PRA27_Chest_PalaceKey
EVT_SAVE_FLAG(1514) GF_PRA28_Chest_PUpDDown
EVT_SAVE_FLAG(1515) GF_PRA33_Unused
EVT_SAVE_FLAG(1516) GF_PRA33_BombedWall
EVT_SAVE_FLAG(1517) GF_PRA35_Chest_TripleDip
EVT_SAVE_FLAG(1518) GF_Unused_PRA_1C
EVT_SAVE_FLAG(1519) GF_Unused_PRA_1D
EVT_SAVE_FLAG(1520) GF_PRA34_UnlockedDoor
EVT_SAVE_FLAG(1521) GF_Unused_PRA_1F
EVT_SAVE_FLAG(1522) GF_Unused_PRA_20
EVT_SAVE_FLAG(1523) GF_Unused_PRA_21
EVT_SAVE_FLAG(1524) GF_Unused_PRA_22
EVT_SAVE_FLAG(1525) GF_Unused_PRA_23
EVT_SAVE_FLAG(1526) GF_Unused_PRA_24
EVT_SAVE_FLAG(1527) GF_Unused_PRA_25
EVT_SAVE_FLAG(1528) GF_Unused_PRA_26
EVT_SAVE_FLAG(1529) GF_Unused_PRA_27
EVT_SAVE_FLAG(1530) GF_Unused_PRA_28
EVT_SAVE_FLAG(1531) GF_Unused_PRA_29
EVT_SAVE_FLAG(1532) GF_Unused_PRA_2A
EVT_SAVE_FLAG(1533) GF_Unused_PRA_2B
EVT_SAVE_FLAG(1534) GF_Unused_PRA_2C
EVT_SAVE_FLAG(1535) GF_Unused_PRA_2D
EVT_SAVE_FLAG(1536) GF_Unused_PRA_2E
EVT_SAVE_FLAG(1537) GF_Unused_PRA_2F
EVT_SAVE_FLAG(1538) GF_Unused_PRA_30
EVT_SAVE_FLAG(1539) GF_Unused_PRA_31
EVT_SAVE_FLAG(1540) GF_Unused_PRA_32
EVT_SAVE_FLAG(1541) GF_Unused_PRA_33
EVT_SAVE_FLAG(1542) GF_Unused_PRA_34
EVT_SAVE_FLAG(1543) GF_Unused_PRA_35
EVT_SAVE_FLAG(1544) GF_Unused_PRA_36
EVT_SAVE_FLAG(1545) GF_KPA01_ItemBlock_POWBlock
EVT_SAVE_FLAG(1546) GF_KPA03_ItemBlock_ShootingStar
EVT_SAVE_FLAG(1547) GF_KPA10_ItemBlock_LifeShroom
EVT_SAVE_FLAG(1548) GF_KPA11_Defeated_Guard
EVT_SAVE_FLAG(1549) GF_KPA11_Item_CastleKey2
EVT_SAVE_FLAG(1550) GF_KPA13_BlueSwitchA
EVT_SAVE_FLAG(1551) GF_KPA13_BlueSwitchB
EVT_SAVE_FLAG(1552) GF_KPA14_UnlockedDoor
EVT_SAVE_FLAG(1553) GF_KPA14_Item_Mystery
EVT_SAVE_FLAG(1554) GF_KPA14_Item_ThunderRage
EVT_SAVE_FLAG(1555) GF_KPA15_Chest_CastleKey2
EVT_SAVE_FLAG(1556) GF_KPA16_ShutOffLava
EVT_SAVE_FLAG(1557) GF_KPA16_Defeated_SwitchGuards
EVT_SAVE_FLAG(1558) GF_KPA17_BombedWall
EVT_SAVE_FLAG(1559) GF_KPA17_Crate_TastyTonic
EVT_SAVE_FLAG(1560) GF_KPA17_Crate_LifeShroom
EVT_SAVE_FLAG(1561) GF_KPA52_UnlockedDoor
EVT_SAVE_FLAG(1562) GF_KPA53_Met_PeachImposter
EVT_SAVE_FLAG(1563) GF_KPA53_Defeated_PeachImposter
EVT_SAVE_FLAG(1564) GF_KPA62_UnlockedFrontDoor
EVT_SAVE_FLAG(1565) GF_KPA62_BadgeBlock_DeepFocus3
EVT_SAVE_FLAG(1566) GF_Unused_KPA_15
EVT_SAVE_FLAG(1567) GF_KPA61_ItemBlock_SuperShroomA
EVT_SAVE_FLAG(1568) GF_KPA61_ItemBlock_MapleSyrup
EVT_SAVE_FLAG(1569) GF_KPA61_ItemBlock_SuperShroomB
EVT_SAVE_FLAG(1570) GF_KPA61_Item_JamminJelly
EVT_SAVE_FLAG(1571) GF_KPA82_PassedThroughDoor
EVT_SAVE_FLAG(1572) GF_KPA82_SpokeToDoor
EVT_SAVE_FLAG(1573) GF_KPA91_UnlockedDoor
EVT_SAVE_FLAG(1574) GF_KPA91_Defeated_Guard
EVT_SAVE_FLAG(1575) GF_KPA91_Item_PrisonKey1
EVT_SAVE_FLAG(1576) GF_KPA95_UnlockedDoor
EVT_SAVE_FLAG(1577) GF_KPA95_Defeated_Guard
EVT_SAVE_FLAG(1578) GF_KPA95_Item_PrisonKey1
EVT_SAVE_FLAG(1579) GF_KPA100_Item_CastleKey2
EVT_SAVE_FLAG(1580) GF_KPA101_Item_UltraShroom
EVT_SAVE_FLAG(1581) GF_KPA111_ItemBlock_SuperShroom
EVT_SAVE_FLAG(1582) GF_KPA111_HiddenItem_MapleSyrup
EVT_SAVE_FLAG(1583) GF_KPA113_UnlockedDoor
EVT_SAVE_FLAG(1584) GF_KPA119_Item_CastleKey2
EVT_SAVE_FLAG(1585) GF_KPA133_Item_BombedWall
EVT_SAVE_FLAG(1586) GF_KPA133_Item_CastleKey2
EVT_SAVE_FLAG(1587) GF_KPA133_BlueSwitch
EVT_SAVE_FLAG(1588) GF_Unused_KPA_2B
EVT_SAVE_FLAG(1589) GF_KPA134_UnlockedDoor
EVT_SAVE_FLAG(1590) GF_KPA134_BlueSwitch
EVT_SAVE_FLAG(1591) GF_KPA134_HiddenItem_MapleSyrup
EVT_SAVE_FLAG(1592) GF_Unused_KPA_2F
EVT_SAVE_FLAG(1593) GF_Unused_KPA_30
EVT_SAVE_FLAG(1594) GF_Unused_KPA_31
EVT_SAVE_FLAG(1595) GF_Unused_KPA_32
EVT_SAVE_FLAG(1596) GF_Unused_KPA_33
EVT_SAVE_FLAG(1597) GF_Unused_KPA_34
EVT_SAVE_FLAG(1598) GF_Unused_KPA_35
EVT_SAVE_FLAG(1599) GF_Unused_KPA_36
EVT_SAVE_FLAG(1600) GF_Unused_KPA_37
EVT_SAVE_FLAG(1601) GF_Unused_KPA_38
EVT_SAVE_FLAG(1602) GF_Unused_KPA_39
EVT_SAVE_FLAG(1603) GF_Unused_KPA_3A
EVT_SAVE_FLAG(1604) GF_Unused_KPA_3B
EVT_SAVE_FLAG(1605) GF_Unused_KPA_3C
EVT_SAVE_FLAG(1606) GF_Unused_KPA_3D
EVT_SAVE_FLAG(1607) GF_Unused_KPA_3E
EVT_SAVE_FLAG(1608) GF_Unused_KPA_3F
EVT_SAVE_FLAG(1609) GF_Unused_KPA_40
EVT_SAVE_FLAG(1610) GF_Unused_KPA_41
EVT_SAVE_FLAG(1611) GF_Unused_KPA_42
EVT_SAVE_FLAG(1612) GF_Unused_KPA_43
EVT_SAVE_FLAG(1613) GF_Unused_KPA_44
EVT_SAVE_FLAG(1614) GF_Unused_KPA_45
EVT_SAVE_FLAG(1615) GF_Unused_KPA_46
EVT_SAVE_FLAG(1616) GF_Unused_KPA_47
EVT_SAVE_FLAG(1617) GF_Unused_KPA_48
EVT_SAVE_FLAG(1618) GF_Unused_KPA_49
EVT_SAVE_FLAG(1619) GF_Unused_KPA_4A
EVT_SAVE_FLAG(1620) GF_Unused_KPA_4B
EVT_SAVE_FLAG(1621) GF_Unused_KPA_4C
EVT_SAVE_FLAG(1622) GF_Unused_END_00
EVT_SAVE_FLAG(1623) GF_Unused_END_01
EVT_SAVE_FLAG(1624) GF_Unused_END_02
EVT_SAVE_FLAG(1625) GF_Unused_END_03
EVT_SAVE_FLAG(1626) GF_Unused_END_04
EVT_SAVE_FLAG(1627) GF_Unused_END_05
EVT_SAVE_FLAG(1628) GF_Unused_END_06
EVT_SAVE_FLAG(1629) GF_Unused_END_07
EVT_SAVE_FLAG(1630) GF_Unused_END_08
EVT_SAVE_FLAG(1631) GF_Unused_END_09
EVT_SAVE_FLAG(1632) GF_Unused_END_0A
EVT_SAVE_FLAG(1633) GF_Unused_END_0B
EVT_SAVE_FLAG(1634) GF_Unused_END_0C
EVT_SAVE_FLAG(1635) GF_Unused_END_0D
EVT_SAVE_FLAG(1636) GF_Unused_END_0E
EVT_SAVE_FLAG(1637) GF_Unused_END_0F
EVT_SAVE_FLAG(1638) GF_Unused_END_10
EVT_SAVE_FLAG(1639) GF_Unused_END_11
EVT_SAVE_FLAG(1640) GF_Unused_END_12
EVT_SAVE_FLAG(1641) GF_Unused_END_13
EVT_SAVE_FLAG(1642) GF_Unused_END_14
EVT_SAVE_FLAG(1643) GF_OSR02_HiddenItem_UltraShroom
EVT_SAVE_FLAG(1644) GF_Unused_OSR_01
EVT_SAVE_FLAG(1645) GF_Unused_OSR_02
EVT_SAVE_FLAG(1646) GF_Unused_OSR_03
EVT_SAVE_FLAG(1647) GF_Unused_OSR_04
EVT_SAVE_FLAG(1648) GF_Unused_OSR_05
EVT_SAVE_FLAG(1649) GF_Unused_OSR_06
EVT_SAVE_FLAG(1650) GF_Unused_OSR_07
EVT_SAVE_FLAG(1651) GF_Unused_OSR_08
EVT_SAVE_FLAG(1652) GF_Unused_OSR_09
EVT_SAVE_FLAG(1653) GF_Unused_OSR_0A
EVT_SAVE_FLAG(1654) GF_Unused_OSR_0B
EVT_SAVE_FLAG(1655) GF_Unused_OSR_0C
EVT_SAVE_FLAG(1656) GF_Unused_OSR_0D
EVT_SAVE_FLAG(1657) GF_Unused_OSR_0E
EVT_SAVE_FLAG(1658) GF_Unused_OSR_0F
EVT_SAVE_FLAG(1659) GF_Unused_OSR_10
EVT_SAVE_FLAG(1660) GF_Unused_OSR_11
EVT_SAVE_FLAG(1661) GF_Unused_OSR_12
EVT_SAVE_FLAG(1662) GF_Unused_OSR_13
EVT_SAVE_FLAG(1663) GF_Unused_OSR_14
EVT_SAVE_FLAG(1664) GF_MAC01_RowfBadge_00
EVT_SAVE_FLAG(1665) GF_MAC01_RowfBadge_01
EVT_SAVE_FLAG(1666) GF_MAC01_RowfBadge_02
EVT_SAVE_FLAG(1667) GF_MAC01_RowfBadge_03
EVT_SAVE_FLAG(1668) GF_MAC01_RowfBadge_04
EVT_SAVE_FLAG(1669) GF_MAC01_RowfBadge_05
EVT_SAVE_FLAG(1670) GF_MAC01_RowfBadge_06
EVT_SAVE_FLAG(1671) GF_MAC01_RowfBadge_07
EVT_SAVE_FLAG(1672) GF_MAC01_RowfBadge_08
EVT_SAVE_FLAG(1673) GF_MAC01_RowfBadge_09
EVT_SAVE_FLAG(1674) GF_MAC01_RowfBadge_0A
EVT_SAVE_FLAG(1675) GF_MAC01_RowfBadge_0B
EVT_SAVE_FLAG(1676) GF_MAC01_RowfBadge_0C
EVT_SAVE_FLAG(1677) GF_MAC01_RowfBadge_0D
EVT_SAVE_FLAG(1678) GF_MAC01_RowfBadge_0E
EVT_SAVE_FLAG(1679) GF_MAC01_RowfBadge_0F
EVT_SAVE_FLAG(1680) GF_Unused_BAT_10
EVT_SAVE_FLAG(1681) GF_Unused_BAT_11
EVT_SAVE_FLAG(1682) GF_Unused_BAT_12
EVT_SAVE_FLAG(1683) GF_Unused_BAT_13
EVT_SAVE_FLAG(1684) GF_ISK02_Item_SpikeShield
EVT_SAVE_FLAG(1685) GF_Unused_BAT_15
EVT_SAVE_FLAG(1686) GF_Unused_BAT_16
EVT_SAVE_FLAG(1687) GF_Unused_BAT_17
EVT_SAVE_FLAG(1688) GF_Unused_BAT_18
EVT_SAVE_FLAG(1689) GF_Unused_BAT_19
EVT_SAVE_FLAG(1690) GF_Unused_BAT_1A
EVT_SAVE_FLAG(1691) GF_Unused_BAT_1B
EVT_SAVE_FLAG(1692) GF_Unused_BAT_1C
EVT_SAVE_FLAG(1693) GF_Unused_BAT_1D
EVT_SAVE_FLAG(1694) GF_Unused_BAT_1E
EVT_SAVE_FLAG(1695) GF_Unused_BAT_1F
EVT_SAVE_FLAG(1696) GF_Unused_BAT_20
EVT_SAVE_FLAG(1697) GF_Unused_BAT_21
EVT_SAVE_FLAG(1698) GF_Unused_BAT_22
EVT_SAVE_FLAG(1699) GF_Unused_BAT_23
